1	300
2	277
3	268
4	260
6	247
8	238
10	229
14	214
18	202
20	196
24	186
27	179
34	165
36	161
46	143
63	119
66	115
75	104
92	86
111	70
130	55
134	52
163	35
167	33
184	25
202	18
205	17
221	12
238	8
247	6
253	5
259	4
268	3
277	2
300	1
323	2
333	3
341	4
363	8
383	13
398	18
401	19
414	24
452	43
463	50
477	60
485	66
504	82
513	91
514	92
528	108
539	121
554	143
562	157
565	163
572	177
578	191
580	196
581	199
587	218
592	237
595	253
596	259
598	277
598	320
598	321
598	323
597	332
595	347
594	353
592	362
589	375
588	379
583	395
581	401
575	415
566	435
561	445
552	460
544	472
531	489
509	513
497	524
479	539
464	549
458	553
448	559
439	564
427	570
414	576
401	581
379	588
363	592
353	594
347	595
341	596
332	597
323	598
300	599
277	598
267	597
254	595
242	593
222	588
218	587
214	586
208	584
187	576
182	574
168	567
158	562
156	561
149	557
130	545
124	541
110	530
102	523
85	507
75	496
70	490
65	484
59	476
47	458
37	441
33	433
25	416
21	406
17	395
14	386
12	379
8	363
6	353
4	341
2	323
