95	557
327	359
105	242
80	7
199	402
59	185
48	278
496	348
251	167
515	3
452	556
355	400
275	69
178	86
246	595
374	51
37	73
158	408
35	411
129	207
124	442
63	496
202	354
467	592
578	472
104	94
379	274
169	307
110	245
525	366
505	309
303	217
486	205
267	491
257	499
365	595
422	143
339	501
568	48
419	516
527	235
439	373
105	25
28	68
57	275
187	342
356	261
118	162
216	492
100	300
391	53
56	70
473	116
268	421
545	29
291	126
326	539
99	532
121	275
185	592
134	436
503	155
451	21
209	234
101	306
589	30
162	133
32	262
570	13
221	244
391	390
192	450
35	141
305	263
24	597
356	505
466	27
389	0
457	282
522	373
491	380
88	542
206	462
191	543
67	151
282	437
150	45
422	50
130	332
244	497
129	379
65	501
97	116
370	194
395	168
485	495
460	493
547	255
590	262
434	3
161	389
39	101
227	439
160	316
207	396
536	119
361	129
371	559
367	436
497	389
268	499
200	461
254	330
225	94
431	271
405	543
360	252
225	40
121	232
340	146
486	242
545	52
252	323
520	83
257	54
174	21
400	39
317	466
84	510
15	535
332	551
84	552
181	295
51	354
229	372
68	122
587	161
44	445
269	61
562	21
201	183
86	597
173	264
585	378
170	21
328	365
210	464
562	377
370	122
425	509
107	463
29	479
179	565
163	14
448	338
453	594
588	378
484	114
148	178
104	465
203	388
248	278
436	439
20	166
237	10
567	288
582	261
59	101
368	571
157	234
106	56
535	260
407	163
172	175
100	161
174	491
485	134
387	19
23	576
454	459
24	562
10	493
347	473
73	576
79	423
395	111
7	569
178	329
132	503
290	377
303	48
414	164
43	432
142	419
134	15
548	92
368	78
245	361
245	185
37	117
85	348
19	462
106	395
364	172
217	498
563	100
193	181
334	473
169	157
331	520
22	208
226	206
282	507
356	360
280	471
529	198
548	542
432	158
208	400
575	233
72	422
594	476
7	34
456	84
347	161
425	294
299	159
387	475
224	61
492	445
225	112
346	17
41	561
94	25
396	141
535	380
103	449
515	148
548	172
496	147
93	17
233	19
288	303
196	577
64	559
544	565
460	185
308	145
361	346
314	587
115	302
194	401
216	103
187	104
269	24
412	201
34	272
25	465
249	14
433	43
549	445
436	12
596	540
498	274
278	501
431	178
192	559
18	461
353	307
4	526
182	592
438	66
400	427
76	317
395	390
366	141
498	275
340	77
342	390
465	200
286	525
9	200
512	180
428	426
349	457
260	40
186	137
443	67
506	269
254	298
226	141
126	299
133	582
101	549
93	499
485	256
267	214
204	298
6	105
484	526
239	486
455	483
333	231
487	30
556	282
243	77
201	325
102	50
328	250
178	319
374	47
410	260
531	189
205	427
119	298
38	316
277	165
511	186
253	438
486	305
323	431
544	578
484	59
42	524
521	282
455	481
405	462
428	138
256	461
151	136
246	171
101	320
266	483
42	362
403	433
131	127
345	431
16	268
80	315
574	567
275	322
361	525
357	443
478	5
504	10
406	301
264	7
206	311
473	170
532	159
253	534
28	588
531	327
552	312
137	193
134	446
98	463
163	95
194	380
261	161
190	73
278	165
560	396
229	275
416	449
599	76
87	456
59	548
549	402
282	98
586	337
61	181
25	68
17	92
257	251
197	554
429	117
540	437
259	132
590	138
42	226
185	342
164	458
549	419
475	421
124	13
64	23
200	320
310	269
399	304
269	118
514	356
235	35
387	96
21	140
236	430
323	217
381	449
185	57
237	485
257	443
58	126
462	335
371	147
372	47
330	575
299	303
295	364
187	342
0	292
305	528
141	349
575	210
119	560
449	258
257	183
300	488
30	584
297	164
354	219
287	509
189	236
431	107
162	540
65	67
501	563
467	428
131	570
442	306
156	312
465	479
371	27
38	329
470	385
428	60
320	282
419	524
524	515
404	374
253	202
296	52
312	209
145	452
139	345
304	309
519	5
452	389
304	303
324	305
549	467
44	489
155	390
380	591
92	370
159	221
45	49
366	272
157	259
188	132
288	167
101	29
348	218
399	424
411	142
59	28
111	458
525	296
565	82
206	426
255	195
243	81
69	525
542	376
54	157
386	392
40	446
37	249
199	428
318	284
258	317
229	247
369	411
298	582
515	370
453	26
508	59
436	81
27	123
4	115
417	595
231	244
517	284
444	202
245	558
492	397
447	278
439	277
542	178
511	229
320	234
533	443
388	453
368	40
41	277
572	298
553	504
382	147
372	484
422	502
377	206
589	470
479	502
158	147
466	347
393	290
506	471
170	55
597	486
272	474
252	257
42	75
586	9
308	443
457	58
399	145
119	366
46	309
582	34
148	524
266	337
140	537
219	67
8	524
202	370
331	434
263	337
250	9
521	370
36	550
271	2
115	253
340	290
379	364
128	37
471	173
72	25
131	150
576	364
83	422
463	68
290	582
528	411
88	305
545	454
235	90
164	472
462	113
11	343
223	105
88	539
321	33
514	142
434	93
92	437
551	32
288	442
236	304
129	450
288	494
590	338
548	273
306	521
420	574
440	561
182	318
211	496
128	252
68	118
70	65
549	42
113	118
290	29
379	213
599	146
238	373
388	337
108	264
150	455
81	314
575	44
221	336
133	336
46	99
248	466
83	80
309	503
315	525
104	148
547	346
446	552
166	145
312	424
151	307
516	368
530	313
549	347
264	332
570	232
217	529
388	329
268	548
57	480
2	440
446	329
353	177
514	446
100	470
189	19
472	30
383	439
561	126
389	435
474	356
46	394
500	179
355	133
246	163
437	130
418	540
65	208
152	159
30	562
36	561
224	565
427	309
332	160
291	45
267	351
360	229
596	204
402	220
138	275
500	439
317	576
24	52
12	15
533	312
368	383
315	445
515	436
413	412
543	79
429	530
324	341
597	578
257	417
305	280
588	22
419	29
52	149
382	44
187	264
52	231
130	193
123	263
468	65
466	502
188	561
321	395
307	454
182	489
137	85
44	436
221	171
582	17
535	527
370	225
595	383
536	458
496	212
97	338
358	475
165	25
215	336
316	409
220	137
254	293
464	76
95	515
585	446
66	495
474	33
342	190
414	314
398	68
448	468
257	498
286	308
170	247
555	594
499	554
19	304
394	161
561	106
510	322
29	235
2	35
113	400
63	367
338	538
65	360
196	470
384	436
230	369
366	182
557	378
344	1
501	64
246	451
529	52
300	420
379	525
19	465
0	134
322	249
75	374
405	532
353	356
384	539
412	325
277	120
337	68
153	131
365	356
500	557
516	341
223	197
146	240
176	165
26	393
89	544
315	544
384	146
491	92
351	476
124	549
146	490
19	476
232	579
511	105
235	205
270	129
530	130
251	290
518	507
468	524
450	295
328	85
267	167
310	57
543	66
96	37
338	96
430	566
579	37
559	179
285	445
523	36
401	374
516	157
409	6
154	258
575	530
549	305
340	224
525	175
589	329
422	312
408	142
96	39
4	222
450	69
118	162
598	226
40	22
352	133
348	92
24	266
118	541
55	343
39	159
326	170
390	574
169	51
425	320
387	249
105	26
267	372
275	520
68	255
171	421
219	584
363	255
281	309
2	5
192	532
248	425
507	79
196	540
142	98
184	186
308	186
381	371
551	492
80	363
417	159
286	367
489	128
100	148
186	528
30	422
382	44
489	17
256	400
349	552
135	464
322	64
102	173
387	144
128	449
424	119
265	247
541	305
15	41
504	39
207	160
400	187
77	562
49	181
427	19
124	21
562	434
202	230
39	198
305	538
476	598
376	151
239	146
564	302
176	417
429	373
156	183
523	256
543	123
194	384
518	99
564	103
178	444
165	303
113	257
138	535
214	223
475	169
169	508
543	435
249	202
191	456
573	555
243	34
210	242
64	246
431	532
195	115
4	89
159	456
289	123
410	66
227	474
574	424
65	449
347	99
36	152
409	12
565	439
43	580
425	540
264	482
231	458
179	397
411	62
515	414
147	382
356	448
550	129
580	575
524	69
570	474
255	1
592	343
433	343
521	26
41	77
429	577
205	401
26	279
75	135
165	491
82	296
222	76
563	408
258	388
525	196
393	165
582	151
487	444
85	368
352	1
452	337
380	144
300	510
563	271
512	239
354	180
547	484
35	483
526	421
499	449
546	403
244	160
355	278
411	183
229	420
396	284
352	291
177	113
375	187
522	417
519	579
390	389
403	422
295	352
484	138
492	171
277	61
360	493
444	268
127	483
268	369
417	416
568	440
383	89
427	302
3	104
459	511
196	306
507	274
198	535
303	467
576	510
291	566
343	194
28	490
424	302
320	34
163	464
145	235
491	412
372	42
377	128
200	262
136	383
74	429
4	53
334	510
108	366
527	298
334	579
23	183
201	442
283	354
446	320
294	9
224	278
326	323
274	350
483	141
360	192
59	569
53	277
506	492
371	455
471	389
426	283
82	461
519	396
34	304
182	413
587	342
219	595
356	309
481	477
462	551
61	497
265	12
389	492
345	508
34	261
453	499
29	142
496	33
390	264
168	309
303	307
572	101
351	367
259	405
498	473
71	17
302	589
137	369
296	213
134	24
413	267
342	393
45	201
509	207
377	562
475	246
5	596
46	155
544	133
399	405
409	207
354	263
164	114
503	268
578	556
173	541
463	455
350	561
532	31
190	482
404	406
301	384
116	358
508	4
76	531
524	171
530	315
361	445
358	290
590	17
535	38
451	375
52	124
97	353
439	469
117	191
324	144
3	77
128	357
410	396
37	251
141	506
249	399
346	94
197	419
251	516
267	262
18	137
449	317
474	12
323	118
368	281
317	44
481	539
173	516
444	414
575	195
368	310
354	458
104	359
256	55
379	114
19	329
113	56
242	79
126	302
379	326
523	453
82	286
362	453
16	31
327	382
31	541
199	43
457	197
96	259
25	43
543	109
105	410
481	311
514	31
169	251
514	314
24	511
200	529
211	112
299	43
14	154
496	86
295	405
442	110
141	592
540	35
102	195
346	165
224	436
118	335
343	344
534	589
101	443
418	163
432	198
107	339
70	564
415	290
339	129
425	544
435	343
246	371
539	519
146	103
217	32
409	524
588	455
273	155
245	164
485	526
13	380
28	172
257	24
128	541
457	34
475	296
390	511
346	423
369	13
62	299
56	338
200	66
259	54
281	561
205	431
596	391
342	479
371	409
597	220
389	427
467	363
2	89
147	74
397	371
285	433
272	38
249	172
94	437
577	592
401	139
32	415
332	243
38	218
354	446
85	442
181	176
238	162
19	568
549	573
203	394
11	48
437	107
313	363
496	200
242	313
413	444
594	505
416	60
587	105
190	552
382	558
362	264
526	339
138	88
104	299
143	378
494	316
266	447
67	290
537	529
346	397
24	424
135	529
109	383
47	464
436	482
171	126
385	470
70	576
428	573
256	377
45	341
68	315
553	124
436	167
30	131
12	25
360	35
220	322
382	248
566	371
342	113
464	156
93	320
316	78
283	52
546	275
299	41
183	16
552	401
558	259
250	121
213	271
352	402
499	49
328	267
454	63
18	152
1	492
242	416
346	458
252	584
465	340
122	536
28	599
545	479
343	101
378	313
73	485
132	369
387	362
422	179
33	286
554	171
290	419
270	52
253	559
548	54
57	225
352	583
367	172
154	588
179	79
33	581
148	78
592	83
181	97
61	246
580	470
204	359
184	133
346	326
448	129
149	345
535	382
345	434
43	35
109	4
252	326
12	354
594	414
360	580
415	369
585	175
203	498
458	303
198	254
269	435
473	124
189	109
118	503
304	277
533	433
152	498
112	21
471	284
206	257
472	16
508	166
357	457
18	598
258	192
425	89
272	255
98	108
230	583
378	223
522	124
593	416
85	490
298	121
61	239
301	107
356	421
168	326
117	25
332	534
79	77
532	3
154	422
320	333
342	467
343	370
330	483
115	438
370	209
158	374
355	79
179	513
352	316
375	307
262	556
263	55
108	234
59	280
212	284
255	380
343	315
482	542
277	94
223	54
578	370
33	423
484	40
300	597
448	203
446	313
556	428
493	11
503	476
594	283
477	509
314	507
71	253
134	549
479	488
576	116
113	506
182	105
460	470
315	293
256	365
40	246
522	550
506	472
219	494
405	73
535	69
191	376
288	541
111	59
163	63
427	260
314	308
273	416
8	468
574	468
252	591
538	420
221	126
332	1
100	525
97	61
582	463
224	438
88	342
417	558
261	477
564	595
467	540
167	487
388	264
47	54
408	348
126	191
88	504
189	250
213	436
225	84
159	145
370	74
234	588
281	55
346	24
423	131
95	447
162	283
571	260
194	95
481	8
338	69
480	312
123	255
60	439
234	50
590	461
153	470
529	372
282	197
141	354
328	18
418	128
536	336
218	118
21	468
545	40
506	32
528	553
367	532
228	475
398	315
182	456
584	439
403	57
25	386
308	344
306	203
176	179
149	129
540	504
146	191
149	319
24	260
277	313
48	6
505	267
3	74
435	543
92	330
443	239
552	315
432	318
434	426
29	133
339	203
526	119
119	54
481	514
122	310
314	331
89	167
311	452
157	388
522	180
425	218
365	307
77	84
495	88
92	163
436	122
32	362
220	151
502	468
546	460
547	466
108	58
477	517
530	529
254	380
63	476
131	91
85	504
180	304
61	426
116	459
83	284
143	49
264	156
107	317
282	250
247	156
358	147
193	99
46	143
532	303
333	235
38	441
198	371
335	476
5	192
405	76
549	154
253	333
401	314
484	405
30	183
587	95
533	531
513	349
447	472
498	385
49	237
77	168
542	495
308	204
52	494
572	260
334	189
148	10
201	365
419	56
115	327
490	480
29	164
8	263
281	307
372	397
14	325
205	292
456	65
366	483
397	407
245	382
218	123
466	347
204	57
349	35
267	567
120	75
577	475
516	446
64	337
311	305
169	401
154	554
208	236
281	174
213	473
428	398
22	472
547	581
271	289
502	80
452	546
10	283
253	28
271	204
568	377
214	326
453	532
96	349
50	484
330	56
263	6
397	336
412	254
369	123
542	19
490	141
248	244
194	581
158	171
558	567
437	492
381	531
239	441
139	457
266	486
188	62
40	284
59	344
1	220
18	27
548	145
412	525
381	202
14	68
168	475
205	490
531	528
561	154
458	429
318	458
548	277
427	140
67	549
563	27
345	83
81	30
229	224
345	572
405	184
322	293
182	402
223	1
279	24
237	439
515	597
334	44
140	541
147	254
525	222
41	179
584	385
219	387
175	157
477	263
94	136
248	84
540	499
17	360
275	145
349	504
477	91
487	115
182	579
233	351
529	411
473	462
379	490
258	284
291	242
308	304
