502	79
513	89
390	586
25	181
262	3
143	45
94	518
535	486
240	593
304	1
116	536
583	201
227	10
236	593
584	204
553	461
16	396
599	324
250	5
411	578
442	564
382	12
47	461
114	535
92	84
496	527
92	84
518	506
302	599
365	592
392	15
385	587
96	519
26	422
62	482
208	15
149	559
131	547
448	560
472	55
257	4
351	595
77	100
121	540
275	2
312	1
147	42
526	497
579	410
455	44
373	590
563	156
564	442
283	599
77	100
101	524
19	405
299	1
298	1
109	69
45	458
119	539
507	517
549	467
468	52
346	4
450	41
576	183
419	25
242	6
266	598
158	36
549	133
22	412
265	597
549	467
249	5
366	592
502	79
440	565
224	10
31	168
203	17
52	132
389	586
76	101
211	14
334	598
179	574
485	536
189	578
437	566
251	595
99	78
319	1
133	51
307	1
409	579
163	566
522	501
